1935243.071299604,966974.773886657
1935243.1937589298,966974.7719970939
1935243.3112163227,966974.770232966
1935243.4276971053,966974.7684538848
1935243.5499281315,966974.7665984671
1935243.70081768,966974.7642865647
1935243.86059963,966974.7618635278
1935244.0689747129,966974.7586817333
1935244.2361076465,966974.7561110974
1935244.3471127155,966974.7544039802
1935244.4772132912,966974.7523926984
1935244.6460697027,966974.7497946104
1935244.8877251481,966974.7461132209
1935245.0229506406,966974.7440355645
1935245.220741077,966974.7410376209
1935245.417676673,966974.7380075286
1935245.6130108032,966974.7350029427
1935245.7480230175,966974.7329439392
1935245.9406577854,966974.7299976072
1935246.1096514661,966974.7273973329
1935246.234276574,966974.7254732675
1935246.3415754037,966974.7238251833
1935246.4884384212,966974.7215774118
1935246.614466956,966974.7196462514
1935246.71455183,966974.7181283301
1935246.8299339807,966974.7163362346
1935246.985384362,966974.7139821914
1935247.1736873249,966974.7110896022
1935247.3659407948,966974.7081493427
1935247.568398344,966974.7050770615
1935247.7233144185,966974.702701018
1935247.8830808746,966974.70026297
1935248.0463853122,966974.6977380572
1935248.2266356994,966974.6950042429
1935248.3872710334,966974.6925218453
1935248.5048957132,966974.6907245431
1935248.6629691971,966974.688313461
1935248.8417851692,966974.6855567289
1935248.9437841682,966974.6840083196
1935249.0499309872,966974.6823480722
1935249.1699352227,966974.6805281212
1935249.369280629,966974.6774596408
1935249.545702038,966974.6747410512
1935249.7245482658,966974.671968579
1935249.8791514335,966974.6695822616
1935250.1366074728,966974.6656186789
1935250.2871762398,966974.6632813687
1935250.4386601327,966974.660929481
1935250.635725126,966974.6578820691
1935250.7455860463,966974.6561779173
1935250.8670232412,966974.6542893745
1935251.0206502809,966974.6519186054
1935251.1711580409,966974.6495822656
1935251.3646083132,966974.6465924295
1935251.564174388,966974.6434899202
1935251.6829501106,966974.6416437698
1935251.8210808719,966974.6395045778
1935251.9291344336,966974.6378292153
1935252.030881288,966974.6362543066
1935252.3335895422,966974.6315394099
1935252.4764174318,966974.629294886
1935252.58436374,966974.6275907211
1935252.702559887,966974.6257537997
1935252.86404098,966974.6232121598
1935253.0447319688,966974.6203645354
1935253.167983914,966974.6184318289
1935253.2997388488,966974.6163636816
1935253.4427040014,966974.6141169732
1935253.5602745775,966974.6122747597
1935253.7384339825,966974.6094827147
1935253.8907641154,966974.6071020913
1935254.084304924,966974.6040497883
1935254.46190052,966974.5981420462
1935254.5921231085,966974.5961288142
1935254.727408884,966974.594004427
1935254.8544511972,966974.5920266007
1935255.0190899377,966974.589465173
1935255.1671421262,966974.5871679481
1935255.3368137886,966974.5845110996
1935255.5042512778,966974.581905093
1935255.6675630976,966974.5793648015
1935255.8104067245,966974.5771505398
1935255.9859811573,966974.5744149225
1935256.1398746185,966974.5720093958
1935256.2519547127,966974.5702698939
1935256.431204636,966974.5674604764
1935256.6182643103,966974.564572429
1935256.7326932065,966974.5627955161
1935256.888249142,966974.5603635097
1935257.0923605566,966974.5572038508
1935257.2760414348,966974.554339111
1935257.394298345,966974.5524859645
1935257.5358913057,966974.5502916242
1935257.7385840502,966974.5471393092
1935257.9560941109,966974.5437509749
1935258.0705003757,966974.5419896763
1935258.1959717264,966974.5400368713
